YEAR,SN,PRECIPITATION,TEMPERATURE,IRI,INITIAL_IRI,STATION_ID,AGE,ACCUMULATED_AADTT
2004,6.0,1783.0,20.700000762939453,0.6431999921798706,0.5888000011444092,22_0117,7,2209
2005,6.0,1239.4000244140625,20.799999237060547,0.699399995803833,0.5888000011444092,22_0117,8,2531
2006,6.0,1495.300048828125,20.799999237060547,0.7555999994277954,0.5888000011444092,22_0117,9,2863
2007,6.0,1687.0999755859375,20.399999618530273,0.6477999925613404,0.5888000011444092,22_0117,10,3206
2008,6.0,1262.199951171875,20.299999237060547,0.6817499846220016,0.5888000011444092,22_0117,11,3596
2009,6.0,1715.300048828125,20.399999618530273,0.7799749955534935,0.5888000011444092,22_0117,12,3924
2010,6.0,1009.5,20.100000381469727,0.8782000064849853,0.5888000011444092,22_0117,13,4258
2011,6.0,965.9000244140625,20.399999618530273,0.7358000040054321,0.5888000011444092,22_0117,14,4638
2012,6.0,1732.5999755859375,20.899999618530273,0.7209999918937683,0.5888000011444092,22_0117,15,5067
2013,6.0,1480.300048828125,19.799999237060547,0.7321999907493592,0.5888000011444092,22_0117,16,5498
2014,6.0,1544.4000244140625,19.100000381469727,0.769599997997284,0.5888000011444092,22_0117,17,5910
2015,6.0,1694.9000244140625,20.5,0.7660000026226044,0.5888000011444092,22_0117,18,6314
2016,6.0,1857.199951171875,20.899999618530273,0.7624000072479248,0.5888000011444092,22_0117,19,6748
1997,5.599999904632568,1615.4000244140625,19.600000381469727,0.7296000123023987,0.7296000123023987,22_0118,0,240
1998,5.599999904632568,1602.300048828125,20.899999618530273,0.7399714384760175,0.7296000123023987,22_0118,1,491
1999,5.599999904632568,1062.0999755859375,20.5,0.7503428646496364,0.7296000123023987,22_0118,2,752
2000,5.599999904632568,1257.699951171875,20.100000381469727,0.7607142908232553,0.7296000123023987,22_0118,3,1023
2001,5.599999904632568,1811.5,19.899999618530273,0.7710857169968741,0.7296000123023987,22_0118,4,1304
2002,5.599999904632568,2111.0,19.899999618530273,0.781457143170493,0.7296000123023987,22_0118,5,1595
2003,5.599999904632568,1310.4000244140625,19.899999618530273,0.7918285693441118,0.7296000123023987,22_0118,6,1897
2004,5.599999904632568,1783.0,20.700000762939453,0.8021999955177307,0.7296000123023987,22_0118,7,2209
2005,5.599999904632568,1239.4000244140625,20.799999237060547,0.841100001335144,0.7296000123023987,22_0118,8,2531
2006,5.599999904632568,1495.300048828125,20.799999237060547,0.8800000071525573,0.7296000123023987,22_0118,9,2863
2007,5.599999904632568,1687.0999755859375,20.399999618530273,0.7531999945640564,0.7296000123023987,22_0118,10,3206
2008,5.599999904632568,1262.199951171875,20.299999237060547,0.7559999823570251,0.7296000123023987,22_0118,11,3596
2009,5.599999904632568,1715.300048828125,20.399999618530273,0.9964999854564667,0.7296000123023987,22_0118,12,3924
2010,5.599999904632568,1009.5,20.100000381469727,1.2369999885559082,0.7296000123023987,22_0118,13,4258
2011,5.599999904632568,965.9000244140625,20.399999618530273,0.7970000028610229,0.7296000123023987,22_0118,14,4638
2012,5.599999904632568,1732.5999755859375,20.899999618530273,0.8324000000953674,0.7296000123023987,22_0118,15,5067
2013,5.599999904632568,1480.300048828125,19.799999237060547,0.799399995803833,0.7296000123023987,22_0118,16,5498
2014,5.599999904632568,1544.4000244140625,19.100000381469727,0.8241999983787537,0.7296000123023987,22_0118,17,5910
2015,5.599999904632568,1694.9000244140625,20.5,0.7491999983787536,0.7296000123023987,22_0118,18,6314
2016,5.599999904632568,1857.199951171875,20.899999618530273,0.6741999983787537,0.7296000123023987,22_0118,19,6748
1997,5.699999809265137,1615.4000244140625,19.600000381469727,0.6194000124931336,0.6194000124931336,22_0119,0,240
1998,5.699999809265137,1602.300048828125,20.899999618530273,0.6242285813604083,0.6194000124931336,22_0119,1,491
1999,5.699999809265137,1062.0999755859375,20.5,0.6290571502276829,0.6194000124931336,22_0119,2,752
2000,5.699999809265137,1257.699951171875,20.100000381469727,0.6338857190949576,0.6194000124931336,22_0119,3,1023
2001,5.699999809265137,1811.5,19.899999618530273,0.6387142879622324,0.6194000124931336,22_0119,4,1304
2002,5.699999809265137,2111.0,19.899999618530273,0.6435428568295071,0.6194000124931336,22_0119,5,1595
